Neuron NPO,Completeness,Missing Nodes,Missing Node Name,Missing Edges,Missing Edge Name,Missing Segments,Missing Segment Name,Rendered Edges,Rendered Edge Name
ilxtr:sparc-nlp/mmset4/11,missing,"('ILX:0793700', ())
('ILX:0793701', ())
('ILX:0793812', ())
('ILX:0793811', ())","('Intermediolateral nucleus of fifth thoracic segment', ())
('Intermediolateral nucleus of sixth thoracic segment', ())
('Intermediolateral nucleus of eighth thoracic segment', ())
('Intermediolateral nucleus of seventh thoracic segment', ())","(('UBERON:0018680', ()), ('ILX:0793812', ()))
(('UBERON:0018680', ()), ('ILX:0793700', ()))
(('UBERON:0018680', ()), ('ILX:0793701', ()))
(('UBERON:0018680', ()), ('ILX:0793811', ()))
(('UBERON:0018680', ()), ('UBERON:0001236', ()))","(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of eighth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of fifth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of sixth thoracic segment', ()))
(('greater splanchnic nerve', ()), ('Intermediolateral nucleus of seventh thoracic segment', ()))
(('greater splanchnic nerve', ()), ('adrenal medulla', ()))","('UBERON:0018680', ())","('greater splanchnic nerve', ())",,
ilxtr:sparc-nlp/mmset4/10,missing,"('ILX:0793822', ())","('Superior ovarian nerve', ())","(('ILX:0793822', ()), ('UBERON:0000992', ()))
(('ILX:0793082', ()), ('ILX:0793822', ()))","(('Superior ovarian nerve', ()), ('ovary', ()))
(('celiac ganglion- superior mesenteric ganglion complex', ()), ('Superior ovarian nerve', ()))",,,,
ilxtr:sparc-nlp/mmset2cn/4,missing,"('UBERON:0002058', ())
('UBERON:0001605', ())
('UBERON:0022302', ())","('main ciliary ganglion', ())
('ciliary muscle', ())
('short ciliary nerve', ())","(('UBERON:0002058', ()), ('UBERON:0022302', ()))
(('UBERON:0022302', ()), ('UBERON:0001605', ()))","(('main ciliary ganglion', ()), ('short ciliary nerve', ()))
(('short ciliary nerve', ()), ('ciliary muscle', ()))",,,,
ilxtr:sparc-nlp/mmset4/3e,missing,"('ILX:0793809', ())
('UBERON:0006608', ())
('UBERON:0002014', ())
('ILX:0793808', ())","('Clitoral cavernous nerve', ())
('corpus cavernosum clitoridis', ())
('inferior hypogastric nerve plexus', ())
('uterovaginal nerve plexus', ())","(('UBERON:0002014', ()), ('UBERON:0016508', ()))
(('ILX:0793808', ()), ('ILX:0793809', ()))
(('UBERON:0002014', ()), ('ILX:0793808', ()))
(('ILX:0793809', ()), ('UBERON:0006608', ()))","(('inferior hypogastric nerve plexus', ()), ('pelvic ganglion', ()))
(('uterovaginal nerve plexus', ()), ('Clitoral cavernous nerve', ()))
(('inferior hypogastric nerve plexus', ()), ('uterovaginal nerve plexus', ()))
(('Clitoral cavernous nerve', ()), ('corpus cavernosum clitoridis', ()))",,,,
ilxtr:sparc-nlp/semves/2,missing,"('ILX:0793884', ())
('UBERON:0004805', ())
('UBERON:0011926', ())
('ILX:0793823', ())","('first accessory pelvic ganglion', ())
('seminal vesicle epithelium', ())
('postganglionic sympathetic fiber', ())
('major pelvic ganglion', ())","(('ILX:0793823', ()), ('ILX:0793884', ()))
(('UBERON:0011926', ()), ('ILX:0793884', ()))
(('UBERON:0011926', ()), ('UBERON:0004805', ()))","(('major pelvic ganglion', ()), ('first accessory pelvic ganglion', ()))
(('postganglionic sympathetic fiber', ()), ('first accessory pelvic ganglion', ()))
(('postganglionic sympathetic fiber', ()), ('seminal vesicle epithelium', ()))",,,,
ilxtr:sparc-nlp/semves/7,partial,"('UBERON:0006463', ())","('fourth sacral spinal cord segment', ())","(('UBERON:0018675', ()), ('UBERON:0006463', ()))
(('UBERON:0018675', ()), ('UBERON:0006462', ()))
(('UBERON:0006461', ()), ('UBERON:0018675', ()))","(('pelvic splanchnic nerve', ()), ('fourth sacral spinal cord segment', ()))
(('pelvic splanchnic nerve', ()), ('third sacral spinal cord segment', ()))
(('second sacral spinal cord segment', ()), ('pelvic splanchnic nerve', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0018675', ()))
((None, ()), ('UBERON:0006462', ()))
((None, ()), ('UBERON:0006461', ()))","(('pelvic ganglion', ()), ('pelvic splanchnic nerve', ()))
((None, ()), ('third sacral spinal cord segment', ()))
((None, ()), ('second sacral spinal cord segment', ()))"
ilxtr:sparc-nlp/semves/5,partial,"('UBERON:0002013', ())","('superior hypogastric nerve plexus', ())","(('UBERON:0002013', ()), ('ILX:0793357', ()))
(('UBERON:0002013', ()), ('UBERON:0006466', ()))
(('UBERON:0002013', ()), ('UBERON:0006467', ()))
(('UBERON:0002013', ()), ('UBERON:0006468', ()))
(('UBERON:0002013', ()), ('UBERON:0005303', ()))
(('UBERON:0002013', ()), ('UBERON:0006448', ()))
(('UBERON:0005303', ()), ('UBERON:0016508', ()))
(('UBERON:0002013', ()), ('UBERON:0006450', ()))","(('superior hypogastric nerve plexus', ()), ('Thirteenth thoracic spinal cord segment', ()))
(('superior hypogastric nerve plexus', ()), ('tenth thoracic spinal cord segment', ()))
(('superior hypogastric nerve plexus', ()), ('eleventh thoracic spinal cord segment', ()))
(('superior hypogastric nerve plexus', ()), ('twelfth thoracic spinal cord segment', ()))
(('superior hypogastric nerve plexus', ()), ('hypogastric nerve', ()))
(('superior hypogastric nerve plexus', ()), ('first lumbar spinal cord segment', ()))
(('hypogastric nerve', ()), ('pelvic ganglion', ()))
(('superior hypogastric nerve plexus', ()), ('second lumbar spinal cord segment', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0005453', ()))","(('pelvic ganglion', ()), ('inferior mesenteric ganglion', ()))"
ilxtr:neuron-type-splen-2,partial,,,"(('UBERON:0001896', ()), ('UBERON:0001759', ()))
(('UBERON:0001759', ()), ('UBERON:0001243', ()))
(('UBERON:0001759', ()), ('ILX:0793082', ()))","(('medulla oblongata', ()), ('vagus nerve', ()))
(('vagus nerve', ()), ('serosa of intestine', ()))
(('vagus nerve', ()), ('celiac ganglion- superior mesenteric ganglion complex', ()))","('UBERON:0001759', ())","('vagus nerve', ())","(('UBERON:0038727', ()), ('UBERON:0001243', ()))
(('UBERON:0002870', ()), ('UBERON:0001896', ()))","(('juxta-intestinal mesenteric lymph node', ()), ('serosa of intestine', ()))
(('dorsal motor nucleus of vagus nerve', ()), ('medulla oblongata', ()))"
ilxtr:sparc-nlp/prostate/11,partial,"('ILX:0793818', ())
('ILX:0793817', ())
('ILX:0793823', ())
('UBERON:0035770', ())
('ILX:0793882', ())
('ILX:0793883', ())
('ILX:0793819', ())","('Intermediolateral nucleus of first lumbar segment', ())
('Intermediolateral nucleus of thirteenth thoracic segment', ())
('major pelvic ganglion', ())
('inferior mesenteric nerve plexus', ())
('Dorsal gray commissure of first lumbar segment', ())
('Dorsal gray commissure of second lumbar segment', ())
('Intermediolateral nucleus of second lumbar segment', ())","(('UBERON:0035770', ()), ('ILX:0793882', ()))
(('UBERON:0035770', ()), ('ILX:0793883', ()))
(('UBERON:0005303', ()), ('UBERON:0035770', ()))
(('UBERON:0035770', ()), ('ILX:0793818', ()))
(('UBERON:0035770', ()), ('ILX:0793817', ()))
(('UBERON:0005303', ()), ('ILX:0793823', ()))
(('UBERON:0035770', ()), ('ILX:0793819', ()))","(('inferior mesenteric nerve plexus', ()), ('Dorsal gray commissure of first lumbar segment', ()))
(('inferior mesenteric nerve plexus', ()), ('Dorsal gray commissure of second lumbar segment', ()))
(('hypogastric nerve', ()), ('inferior mesenteric nerve plexus', ()))
(('inferior mesenteric nerve plexus', ()), ('Intermediolateral nucleus of first lumbar segment', ()))
(('inferior mesenteric nerve plexus', ()), ('Intermediolateral nucleus of thirteenth thoracic segment', ()))
(('hypogastric nerve', ()), ('major pelvic ganglion', ()))
(('inferior mesenteric nerve plexus', ()), ('Intermediolateral nucleus of second lumbar segment', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0005453', ()))","(('pelvic ganglion', ()), ('inferior mesenteric ganglion', ()))"
ilxtr:sparc-nlp/prostate/26,partial,,,"(('UBERON:0018675', ()), ('UBERON:0006461', ()))
(('UBERON:0018675', ()), ('UBERON:0006462', ()))
(('UBERON:0018675', ()), ('UBERON:0005453', ()))
(('UBERON:0018675', ()), ('ILX:0738432', ()))
(('UBERON:0006460', ()), ('UBERON:0018675', ()))","(('pelvic splanchnic nerve', ()), ('second sacral spinal cord segment', ()))
(('pelvic splanchnic nerve', ()), ('third sacral spinal cord segment', ()))
(('pelvic splanchnic nerve', ()), ('inferior mesenteric ganglion', ()))
(('pelvic splanchnic nerve', ()), ('Sixth lumbar spinal cord segment', ()))
(('first sacral spinal cord segment', ()), ('pelvic splanchnic nerve', ()))",,,"((None, ()), ('UBERON:0006460', ()))
(('UBERON:0016508', ()), ('UBERON:0005453', ()))
((None, ()), ('UBERON:0006461', ()))
((None, ()), ('ILX:0738432', ()))
(('UBERON:0016508', ()), ('UBERON:0018675', ()))
((None, ()), ('UBERON:0006462', ()))","((None, ()), ('first sacral spinal cord segment', ()))
(('pelvic ganglion', ()), ('inferior mesenteric ganglion', ()))
((None, ()), ('second sacral spinal cord segment', ()))
((None, ()), ('Sixth lumbar spinal cord segment', ()))
(('pelvic ganglion', ()), ('pelvic splanchnic nerve', ()))
((None, ()), ('third sacral spinal cord segment', ()))"
ilxtr:sparc-nlp/prostate/25,partial,"('UBERON:0011926', ())
('UBERON:0004243', ())","('postganglionic sympathetic fiber', ())
('prostate gland smooth muscle', ())","(('UBERON:0005303', ()), ('UBERON:0011926', ()))
(('UBERON:0011926', ()), ('UBERON:0004243', ()))
(('UBERON:0005303', ()), ('UBERON:0005453', ()))","(('hypogastric nerve', ()), ('postganglionic sympathetic fiber', ()))
(('postganglionic sympathetic fiber', ()), ('prostate gland smooth muscle', ()))
(('hypogastric nerve', ()), ('inferior mesenteric ganglion', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0005453', ()))","(('pelvic ganglion', ()), ('inferior mesenteric ganglion', ()))"
ilxtr:sparc-nlp/prostate/17,partial,"('ILX:0793881', ())
('ILX:0793879', ())
('ILX:0793880', ())","('Intermediolateral nucleus of fourth sacral segment', ())
('Intermediolateral nucleus of second sacral segment', ())
('Intermediolateral nucleus of third sacral segment', ())","(('UBERON:0018675', ()), ('ILX:0793879', ()))
(('UBERON:0018675', ()), ('ILX:0793880', ()))
(('UBERON:0018675', ()), ('ILX:0793881', ()))","(('pelvic splanchnic nerve', ()), ('Intermediolateral nucleus of second sacral segment', ()))
(('pelvic splanchnic nerve', ()), ('Intermediolateral nucleus of third sacral segment', ()))
(('pelvic splanchnic nerve', ()), ('Intermediolateral nucleus of fourth sacral segment', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0018675', ()))","(('pelvic ganglion', ()), ('pelvic splanchnic nerve', ()))"
ilxtr:sparc-nlp/prostate/15,partial,"('ILX:0793818', ())
('ILX:0793817', ())
('ILX:0793815', ())
('UBERON:0002013', ())
('ILX:0793819', ())
('ILX:0793816', ())","('Intermediolateral nucleus of first lumbar segment', ())
('Intermediolateral nucleus of thirteenth thoracic segment', ())
('Intermediolateral nucleus of eleventh thoracic segment', ())
('superior hypogastric nerve plexus', ())
('Intermediolateral nucleus of second lumbar segment', ())
('Intermediolateral nucleus of twelfth thoracic segment', ())","(('UBERON:0002013', ()), ('ILX:0793816', ()))
(('UBERON:0002013', ()), ('ILX:0793815', ()))
(('UBERON:0002013', ()), ('UBERON:0005303', ()))
(('UBERON:0005303', ()), ('UBERON:0016508', ()))
(('UBERON:0002013', ()), ('ILX:0793818', ()))
(('UBERON:0002013', ()), ('ILX:0793817', ()))
(('UBERON:0002013', ()), ('ILX:0793819', ()))","(('superior hypogastric nerve plexus', ()), ('Intermediolateral nucleus of twelfth thoracic segment', ()))
(('superior hypogastric nerve plexus', ()), ('Intermediolateral nucleus of eleventh thoracic segment', ()))
(('superior hypogastric nerve plexus', ()), ('hypogastric nerve', ()))
(('hypogastric nerve', ()), ('pelvic ganglion', ()))
(('superior hypogastric nerve plexus', ()), ('Intermediolateral nucleus of first lumbar segment', ()))
(('superior hypogastric nerve plexus', ()), ('Intermediolateral nucleus of thirteenth thoracic segment', ()))
(('superior hypogastric nerve plexus', ()), ('Intermediolateral nucleus of second lumbar segment', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0005453', ()))","(('pelvic ganglion', ()), ('inferior mesenteric ganglion', ()))"
ilxtr:sparc-nlp/prostate/13,partial,"('ILX:0793823', ())
('ILX:0793877', ())
('ILX:0793878', ())","('major pelvic ganglion', ())
('Intermediolateral nucleus of sixth lumbar segment', ())
('Intermediolateral nucleus of first sacral segment', ())","(('UBERON:0018675', ()), ('ILX:0793823', ()))
(('UBERON:0018675', ()), ('ILX:0793878', ()))
(('UBERON:0018675', ()), ('ILX:0793877', ()))","(('pelvic splanchnic nerve', ()), ('major pelvic ganglion', ()))
(('pelvic splanchnic nerve', ()), ('Intermediolateral nucleus of first sacral segment', ()))
(('pelvic splanchnic nerve', ()), ('Intermediolateral nucleus of sixth lumbar segment', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0018675', ()))","(('pelvic ganglion', ()), ('pelvic splanchnic nerve', ()))"
ilxtr:sparc-nlp/mmset1/2,partial,"('UBERON:0018412', ())
('ILX:0793713', ())
('UBERON:0011096', ())
('ILX:0793711', ())
('UBERON:0001817', ())
('ILX:0793712', ())","('vidian nerve', ())
('Deep petrosal nerve', ())
('lacrimal nerve', ())
('Communicating branch of zygomatic nerve', ())
('lacrimal gland', ())
('Zygomatic nerve', ())","(('ILX:0793713', ()), ('UBERON:0018412', ()))
(('ILX:0793712', ()), ('ILX:0793711', ()))
(('UBERON:0011096', ()), ('ILX:0793711', ()))
(('UBERON:0002024', ()), ('ILX:0793713', ()))
(('UBERON:0018412', ()), ('ILX:0793712', ()))
(('UBERON:0011096', ()), ('UBERON:0001817', ()))","(('Deep petrosal nerve', ()), ('vidian nerve', ()))
(('Zygomatic nerve', ()), ('Communicating branch of zygomatic nerve', ()))
(('lacrimal nerve', ()), ('Communicating branch of zygomatic nerve', ()))
(('internal carotid nerve plexus', ()), ('Deep petrosal nerve', ()))
(('vidian nerve', ()), ('Zygomatic nerve', ()))
(('lacrimal nerve', ()), ('lacrimal gland', ()))",,,"(('UBERON:0001989', ()), ('UBERON:0002024', ()))","(('superior cervical ganglion', ()), ('internal carotid nerve plexus', ()))"
ilxtr:sparc-nlp/mmset1/3,partial,"('UBERON:0011194', ())
('UBERON:0001607', ())
('UBERON:0022301', ())","('ophthalmic plexus', ())
('sphincter pupillae', ())
('long ciliary nerve', ())","(('UBERON:0002024', ()), ('UBERON:0011194', ()))
(('UBERON:0011194', ()), ('UBERON:0022301', ()))
(('UBERON:0022301', ()), ('UBERON:0001607', ()))","(('internal carotid nerve plexus', ()), ('ophthalmic plexus', ()))
(('ophthalmic plexus', ()), ('long ciliary nerve', ()))
(('long ciliary nerve', ()), ('sphincter pupillae', ()))",,,"(('UBERON:0001989', ()), ('UBERON:0002024', ()))","(('superior cervical ganglion', ()), ('internal carotid nerve plexus', ()))"
ilxtr:sparc-nlp/mmset1/3a,partial,"('UBERON:0022302', ())
('UBERON:0001607', ())
('UBERON:0011194', ())","('short ciliary nerve', ())
('sphincter pupillae', ())
('ophthalmic plexus', ())","(('UBERON:0002024', ()), ('UBERON:0011194', ()))
(('UBERON:0011194', ()), ('UBERON:0022302', ()))
(('UBERON:0022302', ()), ('UBERON:0001607', ()))","(('internal carotid nerve plexus', ()), ('ophthalmic plexus', ()))
(('ophthalmic plexus', ()), ('short ciliary nerve', ()))
(('short ciliary nerve', ()), ('sphincter pupillae', ()))",,,"(('UBERON:0001989', ()), ('UBERON:0002024', ()))","(('superior cervical ganglion', ()), ('internal carotid nerve plexus', ()))"
ilxtr:sparc-nlp/mmset4/2,partial,"('ILX:0793804', ())
('ILX:0793823', ())
('ILX:0793834', ())
('ILX:0793805', ())","('L6 parasympathetic nucleus', ())
('major pelvic ganglion', ())
('accessory pelvic ganglion', ())
('S1 sacral parasympathetic nucleus', ())","(('UBERON:0018675', ()), ('ILX:0793834', ()))
(('UBERON:0018675', ()), ('ILX:0793823', ()))
(('UBERON:0018675', ()), ('ILX:0793804', ()))
(('UBERON:0018675', ()), ('ILX:0793805', ()))","(('pelvic splanchnic nerve', ()), ('accessory pelvic ganglion', ()))
(('pelvic splanchnic nerve', ()), ('major pelvic ganglion', ()))
(('pelvic splanchnic nerve', ()), ('L6 parasympathetic nucleus', ()))
(('pelvic splanchnic nerve', ()), ('S1 sacral parasympathetic nucleus', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0018675', ()))","(('pelvic ganglion', ()), ('pelvic splanchnic nerve', ()))"
ilxtr:sparc-nlp/mmset4/1,partial,"('ILX:0793802', ())
('ILX:0793803', ())
('ILX:0793801', ())
('ILX:0793800', ())","('S4 sacral parasympathetic nucleus', ())
('inferior hypogastric nerve plexus ganglion', ())
('S3 sacral parasympathetic nucleus', ())
('S2 sacral parasympathetic nucleus', ())","(('UBERON:0018675', ()), ('ILX:0793801', ()))
(('UBERON:0018675', ()), ('ILX:0793803', ()))
(('UBERON:0018675', ()), ('ILX:0793800', ()))
(('UBERON:0018675', ()), ('ILX:0793802', ()))","(('pelvic splanchnic nerve', ()), ('S3 sacral parasympathetic nucleus', ()))
(('pelvic splanchnic nerve', ()), ('inferior hypogastric nerve plexus ganglion', ()))
(('pelvic splanchnic nerve', ()), ('S2 sacral parasympathetic nucleus', ()))
(('pelvic splanchnic nerve', ()), ('S4 sacral parasympathetic nucleus', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0018675', ()))","(('pelvic ganglion', ()), ('pelvic splanchnic nerve', ()))"
ilxtr:sparc-nlp/semves/1,partial,"('ILX:0793819', ())
('ILX:0793818', ())
('ILX:0793823', ())","('Intermediolateral nucleus of second lumbar segment', ())
('Intermediolateral nucleus of first lumbar segment', ())
('major pelvic ganglion', ())","(('UBERON:0005453', ()), ('ILX:0793819', ()))
(('UBERON:0005453', ()), ('ILX:0793818', ()))
(('UBERON:0005303', ()), ('ILX:0793823', ()))
(('UBERON:0005303', ()), ('UBERON:0005453', ()))","(('inferior mesenteric ganglion', ()), ('Intermediolateral nucleus of second lumbar segment', ()))
(('inferior mesenteric ganglion', ()), ('Intermediolateral nucleus of first lumbar segment', ()))
(('hypogastric nerve', ()), ('major pelvic ganglion', ()))
(('hypogastric nerve', ()), ('inferior mesenteric ganglion', ()))",,,"(('UBERON:0016508', ()), ('UBERON:0005453', ()))","(('pelvic ganglion', ()), ('inferior mesenteric ganglion', ()))"
ilxtr:neuron-type-aacar-1,partial,,,"(('UBERON:0001869', ()), ('UBERON:0002022', ()))
(('UBERON:0001894', ()), ('UBERON:0001869', ()))
(('UBERON:0000988', ()), ('UBERON:0001891', ()))
(('UBERON:0001891', ()), ('UBERON:0001894', ()))","(('cerebral hemisphere', ()), ('insula', ()))
(('diencephalon', ()), ('cerebral hemisphere', ()))
(('pons', ()), ('midbrain', ()))
(('midbrain', ()), ('diencephalon', ()))",,,"(('UBERON:0001896', ()), ('UBERON:0009050', ()))
(('UBERON:0007632', ()), ('UBERON:0007769', ()))
(('UBERON:0001896', ()), ('UBERON:0000988', ()))
(('UBERON:0007769', ()), ('UBERON:0002022', ()))","(('medulla oblongata', ()), ('nucleus of solitary tract', ()))
((""Barrington's nucleus"", ()), ('medial preoptic region', ()))
(('medulla oblongata', ()), ('pons', ()))
(('medial preoptic region', ()), ('insula', ()))"
ilxtr:neuron-type-pancr-1,partial,"('UBERON:0002262', ())
('UBERON:0005479', ())","('celiac ganglion', ())
('superior mesenteric ganglion', ())","(('UBERON:0018680', ()), ('ILX:0784721', ()))
(('UBERON:0018680', ()), ('ILX:0786141', ()))
(('ILX:0784378', ()), ('UBERON:0018680', ()))
(('UBERON:0018680', ()), ('ILX:0789947', ()))
(('UBERON:0018680', ()), ('UBERON:0005479', ()))
(('UBERON:0018680', ()), ('UBERON:0002262', ()))
(('UBERON:0018680', ()), ('ILX:0790482', ()))","(('greater splanchnic nerve', ()), ('Eighth thoracic ganglion', ()))
(('greater splanchnic nerve', ()), ('Fifth thoracic ganglion', ()))
(('Ninth thoracic ganglion', ()), ('greater splanchnic nerve', ()))
(('greater splanchnic nerve', ()), ('Sixth thoracic ganglion', ()))
(('greater splanchnic nerve', ()), ('superior mesenteric ganglion', ()))
(('greater splanchnic nerve', ()), ('celiac ganglion', ()))
(('greater splanchnic nerve', ()), ('Seventh thoracic ganglion', ()))","('UBERON:0018680', ())","('greater splanchnic nerve', ())","(('ILX:0789947', ()), ('ILX:0788026', ()))
(('ILX:0784721', ()), ('ILX:0791062', ()))
(('ILX:0789947', ()), ('ILX:0791932', ()))
(('ILX:0790482', ()), ('ILX:0789966', ()))
(('ILX:0784721', ()), ('ILX:0789966', ()))
(('ILX:0790146', ()), ('ILX:0784378', ()))
(('ILX:0790146', ()), ('ILX:0786141', ()))
(('ILX:0788026', ()), ('UBERON:0016578', ()))
(('ILX:0786141', ()), ('ILX:0791062', ()))
(('ILX:0786141', ()), ('ILX:0789966', ()))
(('ILX:0784378', ()), ('ILX:0791062', ()))
(('ILX:0789966', ()), ('UBERON:0016578', ()))
(('ILX:0790146', ()), ('ILX:0789947', ()))
(('ILX:0784378', ()), ('ILX:0789966', ()))
(('ILX:0790146', ()), ('ILX:0784721', ()))
(('ILX:0790146', ()), ('ILX:0790482', ()))
(('ILX:0790482', ()), ('ILX:0788026', ()))
(('ILX:0789947', ()), ('ILX:0791062', ()))
(('ILX:0790482', ()), ('ILX:0791932', ()))
(('ILX:0791062', ()), ('UBERON:0016578', ()))
(('ILX:0784721', ()), ('ILX:0788026', ()))
(('ILX:0789947', ()), ('ILX:0789966', ()))
(('ILX:0784721', ()), ('ILX:0791932', ()))
(('ILX:0786141', ()), ('ILX:0788026', ()))
(('ILX:0786141', ()), ('ILX:0791932', ()))
(('ILX:0784378', ()), ('ILX:0788026', ()))
(('ILX:0784378', ()), ('ILX:0791932', ()))
(('ILX:0790482', ()), ('ILX:0791062', ()))
(('UBERON:0016578', ()), ('ILX:0790146', ()))
(('ILX:0791932', ()), ('UBERON:0016578', ()))","(('Sixth thoracic ganglion', ()), ('ventral root of the eighth thoracic spinal cord segment', ()))
(('Eighth thoracic ganglion', ()), ('ventral root of the sixth thoracic spinal cord segment', ()))
(('Sixth thoracic ganglion', ()), ('ventral root of the ninth thoracic spinal cord segment', ()))
(('Seventh thoracic ganglion', ()), ('ventral root of the seventh thoracic spinal cord segment', ()))
(('Eighth thoracic ganglion', ()), ('ventral root of the seventh thoracic spinal cord segment', ()))
(('ventral root of the fifth thoracic spinal cord segment', ()), ('Ninth thoracic ganglion', ()))
(('ventral root of the fifth thoracic spinal cord segment', ()), ('Fifth thoracic ganglion', ()))
(('ventral root of the eighth thoracic spinal cord segment', ()), ('lamina VII of gray matter of spinal cord', ()))
(('Fifth thoracic ganglion', ()), ('ventral root of the sixth thoracic spinal cord segment', ()))
(('Fifth thoracic ganglion', ()), ('ventral root of the seventh thoracic spinal cord segment', ()))
(('Ninth thoracic ganglion', ()), ('ventral root of the sixth thoracic spinal cord segment', ()))
(('ventral root of the seventh thoracic spinal cord segment', ()), ('lamina VII of gray matter of spinal cord', ()))
(('ventral root of the fifth thoracic spinal cord segment', ()), ('Sixth thoracic ganglion', ()))
(('Ninth thoracic ganglion', ()), ('ventral root of the seventh thoracic spinal cord segment', ()))
(('ventral root of the fifth thoracic spinal cord segment', ()), ('Eighth thoracic ganglion', ()))
(('ventral root of the fifth thoracic spinal cord segment', ()), ('Seventh thoracic ganglion', ()))
(('Seventh thoracic ganglion', ()), ('ventral root of the eighth thoracic spinal cord segment', ()))
(('Sixth thoracic ganglion', ()), ('ventral root of the sixth thoracic spinal cord segment', ()))
(('Seventh thoracic ganglion', ()), ('ventral root of the ninth thoracic spinal cord segment', ()))
(('ventral root of the sixth thoracic spinal cord segment', ()), ('lamina VII of gray matter of spinal cord', ()))
(('Eighth thoracic ganglion', ()), ('ventral root of the eighth thoracic spinal cord segment', ()))
(('Sixth thoracic ganglion', ()), ('ventral root of the seventh thoracic spinal cord segment', ()))
(('Eighth thoracic ganglion', ()), ('ventral root of the ninth thoracic spinal cord segment', ()))
(('Fifth thoracic ganglion', ()), ('ventral root of the eighth thoracic spinal cord segment', ()))
(('Fifth thoracic ganglion', ()), ('ventral root of the ninth thoracic spinal cord segment', ()))
(('Ninth thoracic ganglion', ()), ('ventral root of the eighth thoracic spinal cord segment', ()))
(('Ninth thoracic ganglion', ()), ('ventral root of the ninth thoracic spinal cord segment', ()))
(('Seventh thoracic ganglion', ()), ('ventral root of the sixth thoracic spinal cord segment', ()))
(('lamina VII of gray matter of spinal cord', ()), ('ventral root of the fifth thoracic spinal cord segment', ()))
(('ventral root of the ninth thoracic spinal cord segment', ()), ('lamina VII of gray matter of spinal cord', ()))"
ilxtr:neuron-type-sdcol-b,partial,,,"(('ILX:0788536', ()), ('UBERON:0018683', ()))
(('ILX:0785932', ()), ('UBERON:0018683', ()))
(('UBERON:0016578', ()), ('UBERON:0006449', ()))","(('gray communicating ramus of fourth lumbar nerve', ()), ('lumbar splanchnic nerve', ()))
(('gray communicating ramus of third lumbar nerve', ()), ('lumbar splanchnic nerve', ()))
(('lamina VII of gray matter of spinal cord', ()), ('third lumbar spinal cord segment', ()))",,,"(('ILX:0789968', ()), ('ILX:0793362', ()))
(('ILX:0793362', ()), ('ILX:0790472', ()))
(('ILX:0788315', ()), ('ILX:0785932', ()))
((None, ()), ('ILX:0785932', ()))
(('ILX:0787520', ()), ('UBERON:0006449', ()))
(('UBERON:0005453', ()), ('UBERON:0018683', ()))
((None, ()), ('ILX:0788536', ()))
(('UBERON:0016578', ()), ('ILX:0787520', ()))
(('UBERON:0006451', ()), ('UBERON:0016578', ()))
(('ILX:0790472', ()), ('ILX:0788536', ()))
(('ILX:0785932', ()), ('ILX:0793362', ()))
(('ILX:0789968', ()), ('UBERON:0006451', ()))
(('ILX:0793361', ()), ('ILX:0788315', ()))
(('ILX:0785932', ()), ('ILX:0789968', ()))
(('ILX:0787520', ()), ('ILX:0793361', ()))","(('ventral root of the fourth lumbar spinal cord segment', ()), ('White communicating ramus of fourth lumbar anterior ramus', ()))
(('White communicating ramus of fourth lumbar anterior ramus', ()), ('Fourth lumbar ganglion', ()))
(('Third lumbar ganglion', ()), ('gray communicating ramus of third lumbar nerve', ()))
((None, ()), ('gray communicating ramus of third lumbar nerve', ()))
(('ventral root of the third lumbar spinal cord segment', ()), ('third lumbar spinal cord segment', ()))
(('inferior mesenteric ganglion', ()), ('lumbar splanchnic nerve', ()))
((None, ()), ('gray communicating ramus of fourth lumbar nerve', ()))
(('lamina VII of gray matter of spinal cord', ()), ('ventral root of the third lumbar spinal cord segment', ()))
(('fourth lumbar spinal cord segment', ()), ('lamina VII of gray matter of spinal cord', ()))
(('Fourth lumbar ganglion', ()), ('gray communicating ramus of fourth lumbar nerve', ()))
(('gray communicating ramus of third lumbar nerve', ()), ('White communicating ramus of fourth lumbar anterior ramus', ()))
(('ventral root of the fourth lumbar spinal cord segment', ()), ('fourth lumbar spinal cord segment', ()))
(('white communicating ramus of third lumbar spinal nerve', ()), ('Third lumbar ganglion', ()))
(('gray communicating ramus of third lumbar nerve', ()), ('ventral root of the fourth lumbar spinal cord segment', ()))
(('ventral root of the third lumbar spinal cord segment', ()), ('white communicating ramus of third lumbar spinal nerve', ()))"
