Neuron NPO,Completeness,Missing Nodes,Missing Node Name,Missing Edges,Missing Edge Name,Missing Segments,Missing Segment Name,Rendered Edges,Rendered Edge Name
ilxtr:neuron-type-bolew-unbranched-6,partial,"('ILX:0738371', ())","('Rexed Lamina VII of T1', ())","(('UBERON:0006457', ()), ('ILX:0738371', ()))","(('first thoracic spinal cord segment', ()), ('Rexed Lamina VII of T1', ()))",,,"(('UBERON:0006490', ()), ('UBERON:0006491', ()))
(('UBERON:0001896', ()), ('UBERON:0009050', ()))
(('UBERON:0006488', ()), ('UBERON:0006490', ()))
(('UBERON:0006491', ()), ('UBERON:0006492', ()))
(('UBERON:0001896', ()), ('UBERON:0006469', ()))
(('UBERON:0006492', ()), ('UBERON:0006493', ()))
(('UBERON:0006469', ()), ('UBERON:0006489', ()))
(('UBERON:0006489', ()), ('UBERON:0006488', ()))
(('UBERON:0006493', ()), ('UBERON:0006470', ()))
(('UBERON:0006470', ()), ('UBERON:0006457', ()))","(('C4 segment of cervical spinal cord', ()), ('C5 segment of cervical spinal cord', ()))
(('medulla oblongata', ()), ('nucleus of solitary tract', ()))
(('C3 segment of cervical spinal cord', ()), ('C4 segment of cervical spinal cord', ()))
(('C5 segment of cervical spinal cord', ()), ('C6 segment of cervical spinal cord', ()))
(('medulla oblongata', ()), ('C1 segment of cervical spinal cord', ()))
(('C6 segment of cervical spinal cord', ()), ('C7 segment of cervical spinal cord', ()))
(('C1 segment of cervical spinal cord', ()), ('C2 segment of cervical spinal cord', ()))
(('C2 segment of cervical spinal cord', ()), ('C3 segment of cervical spinal cord', ()))
(('C7 segment of cervical spinal cord', ()), ('C8 segment of cervical spinal cord', ()))
(('C8 segment of cervical spinal cord', ()), ('first thoracic spinal cord segment', ()))"
ilxtr:neuron-type-bolew-unbranched-5,partial,,,"(('UBERON:0001884', ()), ('UBERON:0001103', ()))
(('UBERON:0006491', ()), ('UBERON:0001884', ()))","(('phrenic nerve', ()), ('diaphragm', ()))
(('C5 segment of cervical spinal cord', ()), ('phrenic nerve', ()))",,,"(('ILX:0738325', ()), ('UBERON:0006491', ()))
((None, ()), ('UBERON:0006491', ()))
((None, ()), ('UBERON:0001103', ()))","(('Phrenic nucleus of C5', ()), ('C5 segment of cervical spinal cord', ()))
((None, ()), ('C5 segment of cervical spinal cord', ()))
((None, ()), ('diaphragm', ()))"
ilxtr:neuron-type-bolew-unbranched-4,partial,,,"(('UBERON:0001884', ()), ('UBERON:0001103', ()))
(('UBERON:0006490', ()), ('UBERON:0001884', ()))","(('phrenic nerve', ()), ('diaphragm', ()))
(('C4 segment of cervical spinal cord', ()), ('phrenic nerve', ()))",,,"((None, ()), ('UBERON:0006490', ()))
(('ILX:0738324', ()), ('UBERON:0006490', ()))
((None, ()), ('UBERON:0001103', ()))","((None, ()), ('C4 segment of cervical spinal cord', ()))
(('Phrenic nucleus of C4', ()), ('C4 segment of cervical spinal cord', ()))
((None, ()), ('diaphragm', ()))"
ilxtr:neuron-type-bolew-unbranched-3,partial,"('ILX:0738371', ())","('Rexed Lamina VII of T1', ())","(('ILX:0738306', ('UBERON:0006457',)), ('ILX:0787722', ()))
(('ILX:0738371', ()), ('ILX:0738306', ('UBERON:0006457',)))
(('ILX:0787722', ()), ('ILX:0738319', ()))","(('Neural tissue of T1', ('first thoracic spinal cord segment',)), ('ventral root of the first thoracic spinal cord segment', ()))
(('Rexed Lamina VII of T1', ()), ('Neural tissue of T1', ('first thoracic spinal cord segment',)))
(('ventral root of the first thoracic spinal cord segment', ()), ('T1-T2 intercostal muscle', ()))",,,"(('ILX:0774266', ()), ('ILX:0738319', ()))
((None, ()), ('ILX:0774266', ()))","(('T1 sympathetic ganglion', ()), ('T1-T2 intercostal muscle', ()))
((None, ()), ('T1 sympathetic ganglion', ()))"
ilxtr:neuron-type-bolew-unbranched-26,partial,,,"(('UBERON:0002024', ()), ('UBERON:0001894', ()))
(('UBERON:0001894', ()), ('UBERON:0001898', ()))
(('UBERON:0001898', ()), ('UBERON:0001930', ()))","(('internal carotid nerve plexus', ()), ('diencephalon', ()))
(('diencephalon', ()), ('hypothalamus', ()))
(('hypothalamus', ()), ('paraventricular nucleus of hypothalamus', ()))",,,"(('UBERON:0001989', ()), ('UBERON:0002024', ()))
(('UBERON:0001931', ()), ('UBERON:0001930', ()))
(('UBERON:0001931', ()), ('UBERON:0007632', ()))","(('superior cervical ganglion', ()), ('internal carotid nerve plexus', ()))
(('lateral preoptic nucleus', ()), ('paraventricular nucleus of hypothalamus', ()))
(('lateral preoptic nucleus', ()), (""Barrington's nucleus"", ()))"
ilxtr:neuron-type-bolew-unbranched-21,partial,,,"(('UBERON:0003716', ()), ('ILX:0738309', ()))
(('UBERON:0001759', ()), ('UBERON:0003716', ()))
(('ILX:0793621', ()), ('UBERON:0001759', ()))
(('ILX:0738309', ()), ('UBERON:0004982', ()))","(('recurrent laryngeal nerve', ()), ('Internal branch of inferior laryngeal nerve', ()))
(('vagus nerve', ()), ('recurrent laryngeal nerve', ()))
(('External carotid nerve plexus', ()), ('vagus nerve', ()))
(('Internal branch of inferior laryngeal nerve', ()), ('mucosa of epiglottis', ()))","('UBERON:0001759', ())
('UBERON:0003716', ())","('vagus nerve', ())
('recurrent laryngeal nerve', ())","(('UBERON:0000388', ()), ('UBERON:0004982', ()))
(('UBERON:0000388', ()), ('ILX:0738309', ()))
(('UBERON:0001989', ()), ('ILX:0793621', ()))","(('epiglottis', ()), ('mucosa of epiglottis', ()))
(('epiglottis', ()), ('Internal branch of inferior laryngeal nerve', ()))
(('superior cervical ganglion', ()), ('External carotid nerve plexus', ()))"
ilxtr:neuron-type-bolew-unbranched-20,partial,,,"(('UBERON:0001759', ()), ('UBERON:0003716', ()))
(('UBERON:0003716', ()), ('ILX:0738308', ()))
(('ILX:0793621', ()), ('UBERON:0001759', ()))
(('ILX:0738308', ()), ('UBERON:0004982', ()))","(('vagus nerve', ()), ('recurrent laryngeal nerve', ()))
(('recurrent laryngeal nerve', ()), ('External branch of inferior laryngeal nerve', ()))
(('External carotid nerve plexus', ()), ('vagus nerve', ()))
(('External branch of inferior laryngeal nerve', ()), ('mucosa of epiglottis', ()))","('UBERON:0001759', ())
('UBERON:0003716', ())","('vagus nerve', ())
('recurrent laryngeal nerve', ())","(('UBERON:0001989', ()), ('ILX:0793621', ()))
(('UBERON:0000388', ()), ('UBERON:0004982', ()))
(('UBERON:0000388', ()), ('ILX:0738308', ()))","(('superior cervical ganglion', ()), ('External carotid nerve plexus', ()))
(('epiglottis', ()), ('mucosa of epiglottis', ()))
(('epiglottis', ()), ('External branch of inferior laryngeal nerve', ()))"
ilxtr:neuron-type-bolew-unbranched-2,partial,"('ILX:0738371', ())","('Rexed Lamina VII of T1', ())","(('ILX:0738291', ()), ('UBERON:0002440', ()))
(('ILX:0774266', ()), ('ILX:0738291', ()))
(('ILX:0787722', ()), ('ILX:0738372', ()))
(('UBERON:0006457', ()), ('ILX:0787722', ()))
(('ILX:0738372', ()), ('ILX:0774266', ()))
(('ILX:0738290', ()), ('UBERON:0001990', ()))
(('UBERON:0001990', ()), ('ILX:0738292', ()))
(('ILX:0738371', ()), ('UBERON:0006457', ()))
(('ILX:0738292', ()), ('UBERON:0001989', ()))
(('UBERON:0002440', ()), ('ILX:0738290', ()))","(('T1 - inferior cervical ganglion interganglionic segment of the sympathetic chain', ()), ('inferior cervical ganglion', ()))
(('T1 sympathetic ganglion', ()), ('T1 - inferior cervical ganglion interganglionic segment of the sympathetic chain', ()))
(('ventral root of the first thoracic spinal cord segment', ()), ('white communicating ramus of first thoracic spinal nerve', ()))
(('first thoracic spinal cord segment', ()), ('ventral root of the first thoracic spinal cord segment', ()))
(('white communicating ramus of first thoracic spinal nerve', ()), ('T1 sympathetic ganglion', ()))
(('inferior cervical ganglion - middle cervical ganglion interganglionic segment of the sympathetic chain', ()), ('middle cervical ganglion', ()))
(('middle cervical ganglion', ()), ('middle cervical ganglion - superior cervical ganglion interganglionic segment of the sympathetic chain', ()))
(('Rexed Lamina VII of T1', ()), ('first thoracic spinal cord segment', ()))
(('middle cervical ganglion - superior cervical ganglion interganglionic segment of the sympathetic chain', ()), ('superior cervical ganglion', ()))
(('inferior cervical ganglion', ()), ('inferior cervical ganglion - middle cervical ganglion interganglionic segment of the sympathetic chain', ()))",,,"(('ILX:0774266', ()), (None, ()))
(('ILX:0774266', ()), ('UBERON:0002440', ()))
(('UBERON:0002440', ()), ('UBERON:0001990', ()))
(('UBERON:0001990', ()), ('UBERON:0001989', ()))
(('UBERON:0000388', ()), ('UBERON:0001990', ()))","(('T1 sympathetic ganglion', ()), (None, ()))
(('T1 sympathetic ganglion', ()), ('inferior cervical ganglion', ()))
(('inferior cervical ganglion', ()), ('middle cervical ganglion', ()))
(('middle cervical ganglion', ()), ('superior cervical ganglion', ()))
(('epiglottis', ()), ('middle cervical ganglion', ()))"
ilxtr:neuron-type-bolew-unbranched-19,partial,,,"(('ILX:0793621', ()), ('UBERON:0001759', ()))
(('UBERON:0011326', ()), ('ILX:0793561', ()))
(('UBERON:0001759', ()), ('UBERON:0011326', ()))","(('External carotid nerve plexus', ()), ('vagus nerve', ()))
(('superior laryngeal nerve', ()), ('Internal laryngeal nerve', ()))
(('vagus nerve', ()), ('superior laryngeal nerve', ()))","('UBERON:0001759', ())","('vagus nerve', ())","(('UBERON:0001989', ()), ('ILX:0793621', ()))
((None, ()), ('ILX:0793561', ()))
(('UBERON:0004982', ()), ('ILX:0793561', ()))","(('superior cervical ganglion', ()), ('External carotid nerve plexus', ()))
((None, ()), ('Internal laryngeal nerve', ()))
(('mucosa of epiglottis', ()), ('Internal laryngeal nerve', ()))"
ilxtr:neuron-type-bolew-unbranched-18,partial,,,"(('UBERON:0011326', ()), ('ILX:0793560', ()))
(('ILX:0793621', ()), ('UBERON:0001759', ()))
(('UBERON:0001759', ()), ('UBERON:0011326', ()))","(('superior laryngeal nerve', ()), ('External laryngeal nerve', ()))
(('External carotid nerve plexus', ()), ('vagus nerve', ()))
(('vagus nerve', ()), ('superior laryngeal nerve', ()))","('UBERON:0001759', ())","('vagus nerve', ())","(('UBERON:0001989', ()), ('ILX:0793621', ()))
((None, ()), ('ILX:0793560', ()))
(('UBERON:0004982', ()), ('ILX:0793560', ()))","(('superior cervical ganglion', ()), ('External carotid nerve plexus', ()))
((None, ()), ('External laryngeal nerve', ()))
(('mucosa of epiglottis', ()), ('External laryngeal nerve', ()))"
ilxtr:neuron-type-bolew-unbranched-17,partial,,,"(('ILX:0793621', ()), ('UBERON:0001759', ()))
(('UBERON:0011326', ()), ('ILX:0793561', ()))
(('UBERON:0001759', ()), ('UBERON:0011326', ()))","(('External carotid nerve plexus', ()), ('vagus nerve', ()))
(('superior laryngeal nerve', ()), ('Internal laryngeal nerve', ()))
(('vagus nerve', ()), ('superior laryngeal nerve', ()))","('UBERON:0001759', ())","('vagus nerve', ())","(('UBERON:0001989', ()), ('ILX:0793621', ()))
(('ILX:0738326', ()), ('ILX:0793561', ()))
((None, ()), ('ILX:0793561', ()))","(('superior cervical ganglion', ()), ('External carotid nerve plexus', ()))
(('Wall of larynx', ()), ('Internal laryngeal nerve', ()))
((None, ()), ('Internal laryngeal nerve', ()))"
ilxtr:neuron-type-bolew-unbranched-16,partial,,,"(('UBERON:0011326', ()), ('ILX:0793560', ()))
(('ILX:0793621', ()), ('UBERON:0001759', ()))
(('UBERON:0001759', ()), ('UBERON:0011326', ()))","(('superior laryngeal nerve', ()), ('External laryngeal nerve', ()))
(('External carotid nerve plexus', ()), ('vagus nerve', ()))
(('vagus nerve', ()), ('superior laryngeal nerve', ()))","('UBERON:0001759', ())","('vagus nerve', ())","(('UBERON:0001989', ()), ('ILX:0793621', ()))
((None, ()), ('ILX:0793560', ()))
(('ILX:0738326', ()), ('ILX:0793560', ()))","(('superior cervical ganglion', ()), ('External carotid nerve plexus', ()))
((None, ()), ('External laryngeal nerve', ()))
(('Wall of larynx', ()), ('External laryngeal nerve', ()))"
ilxtr:neuron-type-bolew-unbranched-13,partial,,,"(('ILX:0738290', ()), ('UBERON:0002440', ()))
(('UBERON:0001989', ()), ('ILX:0738292', ()))
(('UBERON:0001990', ()), ('ILX:0738290', ()))
(('ILX:0738292', ()), ('UBERON:0001990', ()))","(('inferior cervical ganglion - middle cervical ganglion interganglionic segment of the sympathetic chain', ()), ('inferior cervical ganglion', ()))
(('superior cervical ganglion', ()), ('middle cervical ganglion - superior cervical ganglion interganglionic segment of the sympathetic chain', ()))
(('middle cervical ganglion', ()), ('inferior cervical ganglion - middle cervical ganglion interganglionic segment of the sympathetic chain', ()))
(('middle cervical ganglion - superior cervical ganglion interganglionic segment of the sympathetic chain', ()), ('middle cervical ganglion', ()))",,,"(('UBERON:0001990', ()), ('UBERON:0002440', ()))
(('UBERON:0002440', ()), ('ILX:0738304', ()))
(('UBERON:0001989', ()), ('UBERON:0001990', ()))
(('ILX:0738316', ()), ('ILX:0738304', ()))
(('UBERON:0000388', ()), ('UBERON:0001990', ()))","(('middle cervical ganglion', ()), ('inferior cervical ganglion', ()))
(('inferior cervical ganglion', ()), ('Wall of arch of aorta', ()))
(('superior cervical ganglion', ()), ('middle cervical ganglion', ()))
(('Aortic arch baroreceptors', ()), ('Wall of arch of aorta', ()))
(('epiglottis', ()), ('middle cervical ganglion', ()))"
ilxtr:neuron-type-bolew-unbranched-12,partial,,,"(('UBERON:0001649', ()), ('UBERON:0009009', ()))
(('UBERON:0005360', ()), ('UBERON:0001649', ()))
(('UBERON:0009009', ()), ('ILX:0738305', ()))
(('UBERON:0001649', ()), ('UBERON:0001896', ()))","(('glossopharyngeal nerve', ()), ('carotid sinus nerve', ()))
(('inferior glossopharyngeal IX ganglion', ()), ('glossopharyngeal nerve', ()))
(('carotid sinus nerve', ()), ('wall of internal carotid artery', ()))
(('glossopharyngeal nerve', ()), ('medulla oblongata', ()))","('UBERON:0001649', ())","('glossopharyngeal nerve', ())","(('UBERON:0009050', ()), ('UBERON:0001896', ()))
(('UBERON:0005360', ()), ('ILX:0738305', ()))
(('ILX:0738305', ()), ('UBERON:0003708', ()))","(('nucleus of solitary tract', ()), ('medulla oblongata', ()))
(('inferior glossopharyngeal IX ganglion', ()), ('wall of internal carotid artery', ()))
(('wall of internal carotid artery', ()), ('carotid sinus', ()))"
ilxtr:neuron-type-bolew-unbranched-11,partial,,,"(('UBERON:0005360', ()), ('UBERON:0001649', ()))
(('UBERON:0001649', ()), ('UBERON:0001896', ()))
(('UBERON:0001649', ()), ('ILX:0738313', ()))","(('inferior glossopharyngeal IX ganglion', ()), ('glossopharyngeal nerve', ()))
(('glossopharyngeal nerve', ()), ('medulla oblongata', ()))
(('glossopharyngeal nerve', ()), ('Rami glomi carotici', ()))","('UBERON:0001649', ())","('glossopharyngeal nerve', ())","(('UBERON:0001629', ()), ('UBERON:0037094', ()))
(('UBERON:0009050', ()), ('UBERON:0001896', ()))
(('UBERON:0037094', ()), ('ILX:0738313', ()))","(('carotid body', ()), ('wall of common carotid artery', ()))
(('nucleus of solitary tract', ()), ('medulla oblongata', ()))
(('wall of common carotid artery', ()), ('Rami glomi carotici', ()))"
ilxtr:neuron-type-bolew-unbranched-10,partial,,,"(('UBERON:0001759', ()), ('UBERON:0001896', ()))
(('UBERON:0001759', ()), ('ILX:0789339', ()))
(('UBERON:0005363', ()), ('UBERON:0001759', ()))","(('vagus nerve', ()), ('medulla oblongata', ()))
(('vagus nerve', ()), ('Pharyngeal branch of glossopharyngeal nerve', ()))
(('inferior vagus X ganglion', ()), ('vagus nerve', ()))","('UBERON:0001759', ())","('vagus nerve', ())","(('UBERON:0004982', ()), ('ILX:0789339', ()))
(('UBERON:0009050', ()), ('UBERON:0001896', ()))
(('ILX:0738318', ()), ('UBERON:0004982', ()))","(('mucosa of epiglottis', ()), ('Pharyngeal branch of glossopharyngeal nerve', ()))
(('nucleus of solitary tract', ()), ('medulla oblongata', ()))
(('Epiglottic mechanoreceptors', ()), ('mucosa of epiglottis', ()))"
ilxtr:neuron-type-bolew-unbranched-1,partial,"('ILX:0738371', ())","('Rexed Lamina VII of T1', ())","(('UBERON:0001891', ()), ('UBERON:0000988', ()))
(('UBERON:0001898', ()), ('UBERON:0001894', ()))
(('UBERON:0006457', ()), ('ILX:0738371', ()))
(('UBERON:0001894', ()), ('UBERON:0001891', ()))
(('UBERON:0001930', ()), ('UBERON:0001898', ()))","(('midbrain', ()), ('pons', ()))
(('hypothalamus', ()), ('diencephalon', ()))
(('first thoracic spinal cord segment', ()), ('Rexed Lamina VII of T1', ()))
(('diencephalon', ()), ('midbrain', ()))
(('paraventricular nucleus of hypothalamus', ()), ('hypothalamus', ()))",,,"(('UBERON:0006490', ()), ('UBERON:0006491', ()))
(('UBERON:0001931', ()), ('UBERON:0007632', ()))
(('UBERON:0006488', ()), ('UBERON:0006490', ()))
(('UBERON:0006491', ()), ('UBERON:0006492', ()))
(('UBERON:0001896', ()), ('UBERON:0006469', ()))
(('UBERON:0006492', ()), ('UBERON:0006493', ()))
(('UBERON:0006469', ()), ('UBERON:0006489', ()))
(('UBERON:0001931', ()), ('UBERON:0001930', ()))
(('UBERON:0000988', ()), ('UBERON:0001896', ()))
(('UBERON:0006489', ()), ('UBERON:0006488', ()))
(('UBERON:0006493', ()), ('UBERON:0006470', ()))
(('UBERON:0006470', ()), ('UBERON:0006457', ()))","(('C4 segment of cervical spinal cord', ()), ('C5 segment of cervical spinal cord', ()))
(('lateral preoptic nucleus', ()), (""Barrington's nucleus"", ()))
(('C3 segment of cervical spinal cord', ()), ('C4 segment of cervical spinal cord', ()))
(('C5 segment of cervical spinal cord', ()), ('C6 segment of cervical spinal cord', ()))
(('medulla oblongata', ()), ('C1 segment of cervical spinal cord', ()))
(('C6 segment of cervical spinal cord', ()), ('C7 segment of cervical spinal cord', ()))
(('C1 segment of cervical spinal cord', ()), ('C2 segment of cervical spinal cord', ()))
(('lateral preoptic nucleus', ()), ('paraventricular nucleus of hypothalamus', ()))
(('pons', ()), ('medulla oblongata', ()))
(('C2 segment of cervical spinal cord', ()), ('C3 segment of cervical spinal cord', ()))
(('C7 segment of cervical spinal cord', ()), ('C8 segment of cervical spinal cord', ()))
(('C8 segment of cervical spinal cord', ()), ('first thoracic spinal cord segment', ()))"
ilxtr:neuron-type-aacar-6,partial,"('ILX:0793550', ())","('mediastinal ganglion', ())","(('UBERON:0000948', ()), ('ILX:0788945', ()))
(('UBERON:0000948', ()), ('ILX:0787562', ()))
(('ILX:0786228', ()), ('ILX:0791105', ()))
(('ILX:0786272', ()), ('ILX:0788945', ()))
(('UBERON:0000948', ()), ('ILX:0784439', ()))
(('ILX:0789947', ()), ('ILX:0787946', ()))
(('UBERON:0000948', ()), ('ILX:0791105', ()))
(('UBERON:0000948', ()), ('UBERON:0001990', ()))
(('UBERON:0000948', ()), ('ILX:0787946', ()))
(('ILX:0786722', ()), ('ILX:0787562', ()))
(('ILX:0786141', ()), ('ILX:0784439', ()))
(('UBERON:0000948', ()), ('ILX:0793550', ()))","(('heart', ()), ('gray communicating ramus of the fourth thoracic nerve', ()))
(('heart', ()), ('gray communicating ramus of the third thoracic nerve', ()))
(('Second thoracic ganglion', ()), ('gray communicating ramus of the second thoracic nerve', ()))
(('Fourth thoracic ganglion', ()), ('gray communicating ramus of the fourth thoracic nerve', ()))
(('heart', ()), ('gray communicating ramus of the fifth thoracic nerve', ()))
(('Sixth thoracic ganglion', ()), ('gray communicating ramus of sixth thoracic nerve', ()))
(('heart', ()), ('gray communicating ramus of the second thoracic nerve', ()))
(('heart', ()), ('middle cervical ganglion', ()))
(('heart', ()), ('gray communicating ramus of sixth thoracic nerve', ()))
(('Third thoracic ganglion', ()), ('gray communicating ramus of the third thoracic nerve', ()))
(('Fifth thoracic ganglion', ()), ('gray communicating ramus of the fifth thoracic nerve', ()))
(('heart', ()), ('mediastinal ganglion', ()))",,,"(('UBERON:0000948', ()), ('ILX:0793556', ()))
((None, ()), ('ILX:0789947', ()))
((None, ()), ('UBERON:0000948', ()))
(('UBERON:0000948', ()), ('UBERON:0002440', ()))
(('ILX:0787082', ()), ('UBERON:0000948', ()))
(('ILX:0774266', ()), ('ILX:0787082', ()))
(('UBERON:0000948', ()), ('UBERON:0001989', ()))
((None, ()), ('ILX:0786722', ()))
(('UBERON:0002348', ()), ('UBERON:0002349', ()))
(('UBERON:0002349', ()), ('UBERON:0002165', ()))
(('UBERON:0000388', ()), ('UBERON:0000948', ()))
((None, ()), ('ILX:0786141', ()))
(('UBERON:0000948', ()), ('UBERON:0002348', ()))
(('UBERON:0000388', ()), ('UBERON:0001990', ()))
((None, ()), ('ILX:0786272', ()))
(('UBERON:0000948', ()), ('ILX:0793555', ()))
((None, ()), ('ILX:0786228', ()))","(('heart', ()), ('ventricular intrinsic cardiac ganglion', ()))
((None, ()), ('Sixth thoracic ganglion', ()))
((None, ()), ('heart', ()))
(('heart', ()), ('inferior cervical ganglion', ()))
(('gray communicating ramus of the first thoracic nerve', ()), ('heart', ()))
(('T1 sympathetic ganglion', ()), ('gray communicating ramus of the first thoracic nerve', ()))
(('heart', ()), ('superior cervical ganglion', ()))
((None, ()), ('Third thoracic ganglion', ()))
(('epicardium', ()), ('myocardium', ()))
(('myocardium', ()), ('endocardium', ()))
(('epiglottis', ()), ('heart', ()))
((None, ()), ('Fifth thoracic ganglion', ()))
(('heart', ()), ('epicardium', ()))
(('epiglottis', ()), ('middle cervical ganglion', ()))
((None, ()), ('Fourth thoracic ganglion', ()))
(('heart', ()), ('Atrial intrinsic cardiac ganglion', ()))
((None, ()), ('Second thoracic ganglion', ()))"
